O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
15-1211.00,Computer Systems Analysts,3474,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",Core,08/2023,5.0,5.0,3.6,78.19,111960.0,497800.0,"['Analyzing Data or Information', 'Thinking Creatively']","['4.A.2.a.4', '4.A.2.b.2']"
15-1211.00,Computer Systems Analysts,3484,Specify inputs accessed by the system and plan the distribution and use of the results.,Core,08/2023,4.0,4.0,3.48,71.13,111960.0,497800.0,"['Making Decisions and Solving Problems', 'Thinking Creatively']","['4.A.2.b.1', '4.A.2.b.2']"
15-1211.00,Computer Systems Analysts,3470,Expand or modify system to serve new purposes or improve work flow.,Core,08/2023,3.0,3.0,3.47,85.73,111960.0,497800.0,['Thinking Creatively'],['4.A.2.b.2']
15-1211.00,Computer Systems Analysts,3480,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",Core,08/2023,3.0,3.0,3.21,76.98,111960.0,497800.0,['Getting Information'],['4.A.1.a.1']
15-1211.00,Computer Systems Analysts,3478,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",Supplemental,08/2023,3.0,3.0,3.6,65.95,111960.0,497800.0,['Analyzing Data or Information'],['4.A.2.a.4']
15-1211.01,Health Informatics Specialists,18090,"Translate nursing practice information between nurses and systems engineers, analysts, or designers, using object-oriented models or other techniques.",Core,08/2024,3.0,3.0,4.81,100.0,,,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
15-1211.01,Health Informatics Specialists,18092,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,Core,08/2024,6.0,6.0,4.71,100.0,,,['Thinking Creatively'],['4.A.2.b.2']
15-1211.01,Health Informatics Specialists,18094,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",Core,08/2024,5.0,5.0,4.33,100.0,,,['Analyzing Data or Information'],['4.A.2.a.4']
15-1211.01,Health Informatics Specialists,18101,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",Core,08/2024,5.0,5.0,4.24,100.0,,,"['Analyzing Data or Information', 'Documenting/Recording Information']","['4.A.2.a.4', '4.A.3.b.6']"
15-1211.01,Health Informatics Specialists,18093,"Develop, implement, or evaluate health information technology applications, tools, processes, or structures to assist nurses with data management.",Core,08/2024,3.0,3.0,4.15,100.0,,,"['Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.2.a.1', '4.A.2.b.2']"
15-1211.01,Health Informatics Specialists,18088,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",Core,08/2024,4.0,4.0,4.14,100.0,,,"['Inspecting Equipment, Structures, or Materials', 'Judging the Qualities of Objects, Services, or People', 'Thinking Creatively']","['4.A.1.b.2', '4.A.2.a.1', '4.A.2.b.2']"
15-1211.01,Health Informatics Specialists,18095,"Analyze computer and information technologies to determine applicability to nursing practice, education, administration, and research.",Core,08/2024,5.0,5.0,3.9,100.0,,,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
15-1211.01,Health Informatics Specialists,18100,"Develop strategies, policies or procedures for introducing, evaluating, or modifying information technology applied to nursing practice, administration, education, or research.",Core,08/2024,3.0,3.0,3.81,100.0,,,['Developing Objectives and Strategies'],['4.A.2.b.4']
15-1211.01,Health Informatics Specialists,18103,Provide consultation to nurses regarding hardware or software configuration.,Core,08/2024,3.0,3.0,3.43,100.0,,,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
15-1212.00,Information Security Analysts,5314,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",Core,08/2018,4.0,4.0,4.4,97.12,127730.0,179430.0,['Developing Objectives and Strategies'],['4.A.2.b.4']
15-1212.00,Information Security Analysts,5316,Monitor current reports of computer viruses to determine when to update virus protection systems.,Core,08/2018,5.0,5.0,4.23,82.36,127730.0,179430.0,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
15-1212.00,Information Security Analysts,5317,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",Core,08/2018,3.0,3.0,4.1,88.02,127730.0,179430.0,['Working with Computers'],['4.A.3.b.1']
15-1212.00,Information Security Analysts,5322,"Document computer security and emergency measures policies, procedures, and tests.",Core,08/2018,3.0,3.0,3.94,99.23,127730.0,179430.0,['Documenting/Recording Information'],['4.A.3.b.6']
15-1212.00,Information Security Analysts,5319,Monitor use of data files and regulate access to safeguard information in computer files.,Core,08/2018,5.0,5.0,3.89,88.34,127730.0,179430.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
15-1221.00,Computer and Information Research Scientists,14623,Analyze problems to develop solutions involving computer hardware and software.,Core,08/2019,5.0,5.0,4.24,96.77,152310.0,38480.0,['Analyzing Data or Information'],['4.A.2.a.4']
15-1221.00,Computer and Information Research Scientists,14626,"Apply theoretical expertise and innovation to create or apply new technology, such as adapting principles for applying computers to new uses.",Core,08/2019,5.0,5.0,3.89,83.84,152310.0,38480.0,['Thinking Creatively'],['4.A.2.b.2']
15-1221.00,Computer and Information Research Scientists,14624,Assign or schedule tasks to meet work priorities and goals.,Core,08/2019,3.0,3.0,3.76,82.77,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
15-1221.00,Computer and Information Research Scientists,14633,Design computers and the software that runs them.,Core,08/2019,7.0,7.0,3.63,80.36,152310.0,38480.0,['Thinking Creatively'],['4.A.2.b.2']
15-1221.00,Computer and Information Research Scientists,14625,Evaluate project plans and proposals to assess feasibility issues.,Core,08/2019,3.0,3.0,3.46,83.23,152310.0,38480.0,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
15-1221.00,Computer and Information Research Scientists,14636,"Approve, prepare, monitor, and adjust operational budgets.",Supplemental,08/2019,3.0,3.0,2.77,63.71,152310.0,38480.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4']
15-1231.00,Computer Network Support Specialists,19004,Back up network data.,Core,07/2014,5.0,5.0,4.44,90.62,79610.0,146450.0,['Working with Computers'],['4.A.3.b.1']
15-1231.00,Computer Network Support Specialists,18991,Configure security settings or access permissions for groups or individuals.,Core,07/2014,5.0,5.0,4.37,94.8,79610.0,146450.0,['Working with Computers'],['4.A.3.b.1']
15-1231.00,Computer Network Support Specialists,19003,Analyze and report computer network security breaches or attempted breaches.,Core,07/2014,3.0,3.0,4.26,82.28,79610.0,146450.0,['Analyzing Data or Information'],['4.A.2.a.4']
15-1231.00,Computer Network Support Specialists,18993,Document network support activities.,Core,07/2014,5.0,5.0,4.09,92.33,79610.0,146450.0,['Documenting/Recording Information'],['4.A.3.b.6']
15-1231.00,Computer Network Support Specialists,18992,Configure wide area network (WAN) or local area network (LAN) routers or related equipment.,Core,07/2014,3.0,3.0,4.04,81.82,79610.0,146450.0,['Working with Computers'],['4.A.3.b.1']
15-1231.00,Computer Network Support Specialists,19002,Troubleshoot network or connectivity problems for users or user groups.,Core,07/2014,3.0,3.0,3.96,91.65,79610.0,146450.0,['Working with Computers'],['4.A.3.b.1']
15-1231.00,Computer Network Support Specialists,19010,Provide telephone support related to networking or connectivity issues.,Core,07/2014,5.0,5.0,3.96,89.29,79610.0,146450.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
15-1231.00,Computer Network Support Specialists,18994,"Evaluate local area network (LAN) or wide area network (WAN) performance data to ensure sufficient availability or speed, to identify network problems, or for disaster recovery purposes.",Core,07/2014,5.0,5.0,3.96,81.76,79610.0,146450.0,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2']
15-1231.00,Computer Network Support Specialists,18989,"Analyze network data to determine network usage, disk space availability, or server function.",Core,07/2014,5.0,5.0,3.94,96.97,79610.0,146450.0,"['Monitoring Processes, Materials, or Surroundings', 'Analyzing Data or Information']","['4.A.1.a.2', '4.A.2.a.4']"
15-1231.00,Computer Network Support Specialists,19001,"Test computer software or hardware, using standard diagnostic testing equipment and procedures.",Core,07/2014,3.0,3.0,3.67,85.94,79610.0,146450.0,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2']
15-1231.00,Computer Network Support Specialists,19009,"Monitor industry Web sites or publications for information about patches, releases, viruses, or potential problem identification.",Core,07/2014,3.0,3.0,3.66,82.7,79610.0,146450.0,['Updating and Using Relevant Knowledge'],['4.A.2.b.3']
15-1231.00,Computer Network Support Specialists,19006,Create or update technical documentation for network installations or changes to existing installations.,Core,07/2014,4.0,4.0,3.61,84.53,79610.0,146450.0,['Documenting/Recording Information'],['4.A.3.b.6']
15-1231.00,Computer Network Support Specialists,19014,Train users in procedures related to network applications software or related systems.,Core,07/2014,4.0,4.0,3.58,80.46,79610.0,146450.0,['Training and Teaching Others'],['4.A.4.b.3']
15-1231.00,Computer Network Support Specialists,19008,Maintain logs of network activity.,Core,07/2014,5.0,5.0,3.44,75.57,79610.0,146450.0,['Documenting/Recording Information'],['4.A.3.b.6']
15-1231.00,Computer Network Support Specialists,19007,Document help desk requests and resolutions.,Core,07/2014,5.0,5.0,3.43,82.57,79610.0,146450.0,['Documenting/Recording Information'],['4.A.3.b.6']
15-1231.00,Computer Network Support Specialists,19011,Research hardware or software products to meet technical networking or security needs.,Core,07/2014,4.0,4.0,3.34,86.33,79610.0,146450.0,['Getting Information'],['4.A.1.a.1']
15-1231.00,Computer Network Support Specialists,19012,Run monthly network reports.,Core,07/2014,3.0,3.0,3.05,74.12,79610.0,146450.0,['Documenting/Recording Information'],['4.A.3.b.6']
15-1232.00,Computer User Support Specialists,1285,Oversee the daily performance of computer systems.,Core,08/2023,5.0,5.0,3.99,87.52,64990.0,697210.0,"['Monitoring Processes, Materials, or Surroundings']",['4.A.1.a.2']
15-1232.00,Computer User Support Specialists,1288,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",Core,08/2023,6.0,6.0,3.94,100.0,64990.0,697210.0,"['Getting Information', 'Working with Computers', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.1.a.1', '4.A.3.b.1', '4.A.4.a.2']"
15-1232.00,Computer User Support Specialists,1282,Answer user inquiries regarding computer software or hardware operation to resolve problems.,Core,08/2023,7.0,7.0,3.79,99.06,64990.0,697210.0,['Providing Consultation and Advice to Others'],['4.A.4.b.6']
15-1232.00,Computer User Support Specialists,1283,Enter commands and observe system functioning to verify correct operations and detect errors.,Core,08/2023,5.0,5.0,3.57,83.18,64990.0,697210.0,"['Inspecting Equipment, Structures, or Materials']",['4.A.1.b.2']
15-1232.00,Computer User Support Specialists,1287,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",Core,08/2023,5.0,5.0,3.47,97.96,64990.0,697210.0,['Documenting/Recording Information'],['4.A.3.b.6']
15-1232.00,Computer User Support Specialists,1292,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",Core,08/2023,3.0,3.0,3.39,97.96,64990.0,697210.0,"['Judging the Qualities of Objects, Services, or People', 'Providing Consultation and Advice to Others']","['4.A.2.a.1', '4.A.4.b.6']"
15-1232.00,Computer User Support Specialists,1290,"Develop training materials and procedures, or train users in the proper use of hardware or software.",Core,08/2023,3.0,3.0,3.3,100.0,64990.0,697210.0,['Training and Teaching Others'],['4.A.4.b.3']
15-1241.00,Computer Network Architects,18965,Develop and implement solutions for network problems.,Core,08/2024,4.0,4.0,4.2,100.0,135890.0,177010.0,['Working with Computers'],['4.A.3.b.1']
15-1241.00,Computer Network Architects,18977,"Maintain networks by performing activities such as file addition, deletion, or backup.",Core,08/2024,5.0,5.0,4.16,100.0,135890.0,177010.0,['Repairing and Maintaining Mechanical Equipment'],['4.A.3.b.4']
15-1241.00,Computer Network Architects,18979,"Monitor and analyze network performance and reports on data input or output to detect problems, identify inefficient use of computer resources, or perform capacity planning.",Core,08/2024,5.0,5.0,3.9,100.0,135890.0,177010.0,"['Monitoring Processes, Materials, or Surroundings', 'Analyzing Data or Information']","['4.A.1.a.2', '4.A.2.a.4']"
15-1241.00,Computer Network Architects,18974,Estimate time and materials needed to complete projects.,Core,08/2024,3.0,3.0,3.44,90.0,135890.0,177010.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3']
15-1241.01,Telecommunications Engineering Specialists,16063,"Review and evaluate requests from engineers, managers, and technicians for system modifications.",Core,08/2020,3.0,3.0,4.15,100.0,,,"['Judging the Qualities of Objects, Services, or People']",['4.A.2.a.1']
