Task ID,Occupation (O*NET-SOC Title),Task,User ID,Date,Automation Capacity Rating,Physical Action Requirement,Involved Uncertainty,Domain Expertise Requirement,Interpersonal Communication Requirement,Human Agency Scale Rating
14723,Web Developers,Monitor security system performance logs to identify problems and notify security specialists when problems occur.,GreenElephant,2025/4/7,3,2,3,3,2,4
15696,Supply Chain Managers,"Analyze inventories to determine how to increase inventory turns, reduce waste, or optimize customer service.",BlueLion,2025/4/7,3,2,3,3,2,3
3415,Loan Officers,Stay abreast of new types of loans and other financial services and products to better meet customers' needs.,GreenElephant,2025/4/7,4,2,3,3,2,3
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",GreenElephant,2025/4/7,3,3,4,4,3,4
18991,Computer Network Support Specialists,Configure security settings or access permissions for groups or individuals.,GreenElephant,2025/4/7,4,2,2,2,2,2
8956,Statisticians,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.,GreenElephant,2025/4/7,4,2,3,3,2,3
18938,Credit Counselors,"Explain services or policies to clients, such as debt management program rules, advantages and disadvantages of using services, or creditor concession policies.",GreenElephant,2025/4/7,3,2,3,4,3,4
14707,Web Developers,Write supporting code for Web applications or Web sites.,GreenElephant,2025/4/7,4,2,3,3,2,3
19003,Computer Network Support Specialists,Analyze and report computer network security breaches or attempted breaches.,GreenElephant,2025/4/7,3,2,3,3,2,4
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,GreenElephant,2025/4/7,3,2,3,3,2,4
14698,Web Developers,Back up files from Web sites to local directories for instant recovery in case of problems.,GreenElephant,2025/4/7,4,2,2,2,2,2
14740,Web Administrators,"Implement updates, upgrades, and patches in a timely manner to limit loss of service.",GreenElephant,2025/4/7,4,2,3,3,2,3
18936,Credit Counselors,"Create debt management plans, spending plans, or budgets to assist clients to meet financial goals.",GreenElephant,2025/4/7,3,2,4,4,4,4
3416,Loan Officers,Submit applications to credit analysts for verification and recommendation.,GreenElephant,2025/4/7,4,2,3,3,3,3
14683,Computer Systems Engineers/Architects,Design and conduct hardware or software tests.,GreenElephant,2025/4/7,3,2,3,3,2,4
7368,Mathematicians,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.,GreenElephant,2025/4/7,2,2,5,5,4,5
20363,Tax Preparers,Answer questions and provide future tax planning to clients.,GreenElephant,2025/4/7,3,2,3,3,2,4
18989,Computer Network Support Specialists,"Analyze network data to determine network usage, disk space availability, or server function.",GreenElephant,2025/4/7,4,2,2,2,2,2
16217,Video Game Designers,"Create core game features, including storylines, role-play mechanics, and character biographies for a new video game or game franchise.",GreenElephant,2025/4/7,2,2,4,4,3,5
14636,Computer and Information Research Scientists,"Approve, prepare, monitor, and adjust operational budgets.",GreenElephant,2025/4/7,3,2,3,3,3,4
18859,Human Resources Specialists,Hire employees and process hiring-related paperwork.,RedTiger,2025/4/7,2,3,4,4,4,4
21549,Appraisers and Assessors of Real Estate,"Compute final estimation of property values, taking into account such factors as depreciation, replacement costs, value comparisons of similar properties, and income potential.",RedTiger,2025/4/7,2,4,4,4,4,4
20318,Search Marketing Strategists,Assist in setting up or optimizing analytics tools for tracking visitors' behaviors.,RedTiger,2025/4/7,4,1,3,3,1,2
21457,Compliance Officers,Prepare correspondence to inform concerned parties of licensing decisions or appeals processes.,BlueLion,2025/4/7,5,1,2,2,2,1
15456,Biofuels Production Managers,"Review logs, datasheets, or reports to ensure adequate production levels or to identify abnormalities with biofuels production equipment or processes.",BlueLion,2025/4/7,4,2,3,4,2,2
15975,Sustainability Specialists,Create or maintain plans or other documents related to sustainability projects.,BlueLion,2025/4/7,4,1,3,4,3,2
21555,Appraisers and Assessors of Real Estate,Identify the ownership of each piece of taxable property.,BlueLion,2025/4/7,3,3,2,4,4,3
102,Training and Development Specialists,Develop alternative training methods if expected improvements are not seen.,BlueLion,2025/4/7,3,2,1,4,3,3
1157,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Write and review product specifications, maintaining a working technical knowledge of the goods or services to be purchased.",BlueLion,2025/4/7,3,2,3,2,2,3
15735,Online Merchants,"Calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",BlueLion,2025/4/7,5,1,2,2,1,1
20326,Search Marketing Strategists,Identify appropriate Key Performance Indicators (KPIs) and report key metrics from digital campaigns.,BlueLion,2025/4/7,4,1,1,4,2,2
1153,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Study sales records and inventory levels of current stock to develop strategic purchasing programs that facilitate employee access to supplies.,BlueLion,2025/4/7,4,1,2,4,1,2
20475,Training and Development Specialists,"Obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",BlueLion,2025/4/7,3,1,1,2,2,3
18866,Human Resources Specialists,"Prepare or maintain employment records related to events, such as hiring, termination, leaves, transfers, or promotions, using human resources management system software.",BlueLion,2025/4/7,4,1,2,2,2,2
3243,Advertising and Promotions Managers,Contact organizations to explain services and facilities offered.,BlueLion,2025/4/7,2,1,1,4,5,4
15978,Sustainability Specialists,Collect information about waste stream management or green building practices to inform decision makers.,BlueLion,2025/4/7,3,2,3,3,2,3
980,Computer and Information Systems Managers,Prepare and review operational reports or project progress reports.,BlueLion,2025/4/7,4,1,2,3,2,2
15968,Sustainability Specialists,Review and revise sustainability proposals or policies.,BlueLion,2025/4/7,3,1,2,4,1,3
18931,Fundraisers,Write and send letters of thanks to donors.,BlueLion,2025/4/7,4,1,1,3,2,2
21566,Appraisers and Assessors of Real Estate,Check building codes and zoning bylaws to determine any effects on the properties being appraised.,BlueLion,2025/4/7,4,2,3,3,1,2
21448,Compliance Officers,"Advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",BlueLion,2025/4/7,3,1,2,4,3,3
20319,Search Marketing Strategists,Combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,BlueLion,2025/4/7,4,1,1,3,1,2
51,Medical and Health Services Managers,"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",BlueLion,2025/4/7,3,1,2,3,2,3
15680,Supply Chain Managers,Select transportation routes to maximize economy by combining shipments or consolidating warehousing and distribution.,BlueLion,2025/4/7,4,2,3,3,1,2
15897,Logistics Analysts,"Monitor inventory transactions at warehouse facilities to assess receiving, storage, shipping, or inventory integrity.",BlueLion,2025/4/7,1,5,2,3,3,5
15899,Logistics Analysts,Maintain logistics records in accordance with corporate policies.,BlueLion,2025/4/7,4,2,2,3,2,2
18932,Fundraisers,Write reports or prepare presentations to communicate fundraising program data.,BlueLion,2025/4/7,4,1,1,2,3,2
21520,Accountants and Auditors,Report to management regarding the finances of establishment.,BlueLion,2025/4/7,4,1,3,3,2,2
18853,Human Resources Specialists,Analyze employment-related data and prepare required reports.,RedTiger,2025/4/7,4,2,4,4,2,2
15584,Clinical Research Coordinators,Register protocol patients with appropriate statistical centers as required.,BlueLion,2025/4/7,4,2,3,3,1,2
15460,Biofuels Production Managers,"Approve proposals for the acquisition, replacement, or repair of biofuels processing equipment or the implementation of new production processes.",BlueLion,2025/4/7,3,2,3,2,1,3
16192,Search Marketing Strategists,"Collect and analyze Web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",BlueLion,2025/4/7,5,1,2,2,1,1
84,Cost Estimators,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work.",BlueLion,2025/4/7,4,2,2,3,2,2
15893,Logistics Analysts,Recommend improvements to existing or planned logistics processes.,BlueLion,2025/4/7,3,2,2,3,2,3
98,Training and Development Specialists,"Monitor, evaluate, or record training activities or program effectiveness.",RedTiger,2025/4/7,2,4,3,3,4,4
21319,Financial Managers,Oversee the flow of cash or financial instruments.,BlueLion,2025/4/7,3,1,4,4,1,3
15889,Logistics Analysts,"Communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",RedTiger,2025/4/7,2,4,3,3,4,4
8873,Treasurers and Controllers,"Compute, withhold, and account for all payroll deductions.",BlueLion,2025/4/7,5,1,3,3,1,1
15728,Online Merchants,"Correspond with online customers via electronic mail, telephone, or other electronic messaging to address questions or complaints about products, policies, or shipping methods.",BlueLion,2025/4/7,4,1,3,1,2,2
8865,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization.",BlueLion,2025/4/7,3,1,4,4,2,3
15458,Biofuels Production Managers,"Monitor meters, flow gauges, or other real-time data to ensure proper operation of biofuels production equipment, implementing corrective measures as needed.",BlueLion,2025/4/7,2,5,4,4,1,4
49,Medical and Health Services Managers,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",BlueLion,2025/4/7,5,1,2,2,1,1
15973,Sustainability Specialists,Provide technical or administrative support for sustainability programs or issues.,BlueLion,2025/4/7,3,1,2,3,2,3
978,Computer and Information Systems Managers,Review project plans to plan and coordinate project activity.,BlueLion,2025/4/7,2,1,2,4,4,4
87,Cost Estimators,Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,BlueLion,2025/4/7,4,1,2,2,1,2
20330,Search Marketing Strategists,Optimize shopping cart experience or Web site conversion rates against Key Performance Indicators (KPIs).,RedTiger,2025/4/7,4,1,3,3,2,2
15590,Clinical Research Coordinators,Contact industry representatives to ensure equipment and software specifications necessary for successful study completion.,BlueLion,2025/4/7,2,1,3,4,4,4
16191,Search Marketing Strategists,"Conduct online marketing initiatives, such as paid ad placement, affiliate programs, sponsorship programs, email promotions, or viral marketing campaigns on social media Web sites.",BlueLion,2025/4/7,2,1,2,4,3,4
15594,Clinical Research Coordinators,Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.,BlueLion,2025/4/7,2,3,3,4,1,4
